"gvkey","iid","cik","first_date","last_date"
"001663","01",1477825,2009-12-03,2010-01-06
"009155","01",1312434,2009-08-05,2010-01-22
"022246","01",1394130,2014-11-17,2016-07-15
"006726","01",1429783,2016-06-01,2016-06-01
"148433","01",1181024,2003-04-29,2003-04-29
"109185","01",1054698,1998-04-09,1998-04-09
"002791","01",1082005,1999-03-24,1999-04-21
"165653","01",1333145,2011-04-27,2011-06-21
"120301","04",1165682,2011-02-09,2011-08-08
"164471","02C",1504954,2010-12-17,2010-12-27
"148221","02",1531496,2011-11-03,2012-07-13
"148221","02",1502593,2012-04-06,2012-12-27
"014027","01",1330906,2009-10-06,2009-11-06
"148221","02",1531456,2011-11-03,2012-12-27
"148221","02",1061505,2012-04-06,2012-12-27
"148221","02",1531507,2011-11-03,2012-07-13
"014027","01",1330884,2009-10-06,2009-11-06
"148221","02",1531509,2011-11-03,2012-07-13
"014027","01",1330875,2009-10-06,2009-11-06
"014027","01",1330871,2009-10-06,2009-11-06
"148221","02",1531579,2011-11-03,2012-07-13
"148221","02",1531715,2011-11-03,2012-12-27
"187833","01",1340532,2012-04-30,2012-06-26
"178921","01",1431369,2008-04-10,2008-04-10
"182788","03",1611640,2014-10-27,2014-10-27
"178921","01",1431368,2008-04-10,2008-04-10
"014555","01",1051811,1997-12-19,2013-02-13
"014555","01",1557967,2012-10-01,2013-02-13
"014555","01",1558285,2012-10-01,2013-02-13
"020259","02",1539426,2012-01-18,2013-06-11
"182788","03",1538289,2014-10-27,2014-10-27
"020259","02",1539328,2012-01-18,2013-06-11
"020259","02",1297305,2004-07-21,2013-06-11
"064055","02",1394126,2007-04-20,2007-04-24
"012144","01",1355478,2007-04-25,2008-05-15
"012144","01",1355610,2007-04-25,2007-08-10
"012144","01",1355621,2007-04-25,2007-05-11
"241637","13W",1477819,2009-12-03,2010-01-06
"241637","03W",310569,2009-12-03,2010-08-03
"009155","01",1312425,2009-08-05,2010-01-22
"060835","01",1474498,2009-10-15,2009-12-23
"060835","01",1474493,2009-10-15,2009-12-23
"009155","01",1312408,2009-08-05,2010-01-22
"060835","01",1311429,2004-12-17,2009-12-23
"102983","03W",1387046,2009-11-23,2014-09-03
"102983","03W",1387047,2009-11-23,2014-09-03
"148221","02",1531709,2011-11-03,2012-12-27
"148221","02",1531498,2011-11-03,2012-05-30
"148221","02",1327821,2012-04-06,2012-12-27
"120301","04",1165711,2011-02-09,2011-08-08
"148221","02",1532014,2011-11-03,2012-12-27
"148221","02",1531690,2011-11-03,2012-12-27
"020259","02",1539511,2012-01-18,2013-06-11
"009589","02C",1310329,2007-07-25,2013-07-23
"241637","03W",1140467,2009-09-14,2016-05-04
"148221","02",1502592,2012-04-06,2012-12-27
"148221","02",1532013,2011-11-03,2012-12-27
"241637","07W",1477823,2009-12-03,2010-01-06
"012144","01",1355517,2007-04-25,2009-10-08
"241637","04W",1477827,2009-12-03,2010-01-06
"148221","02",1531683,2011-11-03,2012-12-27
"021005","01",1606012,2014-05-05,2016-09-28
"141382","01",1551599,2013-08-14,2013-09-03
"113491","09",1067928,1998-08-14,1998-10-15
"141382","01",1551598,2013-08-14,2013-09-03
"180272","01",1443399,2008-08-28,2008-09-10
"139703","01",1103546,2000-05-15,2004-05-17
"036722","01",1805284,2020-07-07,2023-03-01
"038135","01",1836833,2021-02-17,2021-11-15
"029697","01",914539,1996-05-15,2002-08-19
"031720","90",940181,1996-11-14,2010-11-22
"062908","01",1078872,1999-02-12,1999-02-12
"062908","01",1079038,1999-02-12,1999-02-12
"160621","01W",1291541,2004-05-25,2004-06-01
"176065","02",1476651,2014-07-31,2014-11-07
"034068","90",1742770,2018-08-28,2023-04-25
"037308","02",1824888,2020-10-13,2022-11-14
"032912","90",1499494,2017-12-11,2022-05-02
"148221","02",1284293,2011-11-03,2012-12-27
"064055","02",1394133,2007-04-20,2007-04-24
"270195","01W",1267842,2003-11-03,2006-06-30
"182788","03",1538291,2014-10-27,2014-10-27
"014027","01",1330911,2009-10-06,2009-11-06
"030331","02W",1047457,1997-10-08,1997-11-05
"032254","01",1595248,2017-06-05,2023-03-31
"011877","02",315858,2012-04-19,2016-03-17
"033980","01",1743858,2018-08-08,2021-01-13
"107258","01",1705259,2018-08-13,2020-03-30
"216219","01",42293,2006-07-20,2006-07-20
"273726","01",1737706,2018-09-27,2023-02-27
"037048","01",1820272,2020-09-23,2021-08-13
"037113","04",1822219,2020-11-19,2022-03-28
"037743","03",1827392,2021-03-31,2022-11-09
"163058","01",1777765,2021-08-18,2023-03-31
"037826","01",1735803,2020-09-21,2022-03-01
"039039","01",1766478,2019-08-12,2023-03-20
"041449","03",1922331,2022-04-29,2022-12-07
"333960","02W",1783010,2020-06-23,2022-11-03
"037231","01",1819881,2020-11-09,2023-02-21
"036863","01",1807166,2020-04-14,2023-02-17
"038936","01",1853513,2021-06-02,2023-05-03
"040854","02",1907730,2022-03-10,2023-03-10
"037979","03",1836337,2021-03-31,2022-11-01
"036356","01",1106838,2019-11-27,2023-02-13
"039169","02",1855631,2021-06-16,2023-04-27
"024426","01W",1810997,2020-06-02,2023-04-12
"038625","01",1785530,2021-02-26,2023-03-23
"061440","90",1001474,2003-03-28,2008-03-05
"141336","01",1270778,2005-06-30,2007-11-30
"164527","01",1321511,2005-07-12,2008-04-15
"028298","01C",1043289,2002-11-20,2008-03-31
"157480","08",1260729,2004-03-10,2023-03-09
"156331","01",1062312,2002-11-07,2006-02-13
"060802","01",943323,1998-03-31,2010-05-12
"113140","01",1091718,1999-08-12,1999-11-08
"016436","90",854088,2005-07-28,2005-09-20
"220942","02W",1243443,2009-06-26,2009-06-26
"174851","01",1342108,2005-11-14,2009-04-17
"065261","01",1108828,2003-05-13,2008-08-14
"015484","01W",67088,2010-11-15,2019-05-15
"028302","03",897424,2015-08-07,2015-08-07
"017689","01",1572684,2013-04-04,2017-08-03
"029570","01",1683252,2016-09-01,2018-02-15
"064355","03W",1029145,2016-04-14,2023-03-16
"028670","01",1677576,2016-10-17,2023-02-28
"037957","02",1832300,2021-01-29,2022-11-14
"022590","01",1583648,2014-12-18,2023-03-31
"038916","01",1818874,2021-01-11,2023-03-01
"037697","01",1838108,2021-06-03,2023-04-18
"038108","03",1843764,2021-06-01,2022-11-14
"037587","01",1754170,2019-12-31,2023-03-07
"284453","01W",1657312,2017-04-18,2023-03-07
"040854","01",1907730,2022-03-10,2023-03-10
"038088","01",1839990,2021-06-09,2023-04-27
"036798","90",1809587,2020-07-24,2023-04-27
"322154","01",1860657,2022-05-17,2023-03-13
"038827","01",1854445,2021-04-06,2023-02-14
"222642","01W",1359730,2006-10-27,2006-10-27
"061765","01",1000693,1996-05-15,2002-11-07
"037831","02",1832696,2021-01-20,2022-11-09
"022383","01",895477,1996-05-03,2001-11-14
"028885","01",895012,1996-05-16,1996-05-16
"160308","01",1278038,2004-08-31,2009-02-25
"166746","03",1047706,1997-10-15,1997-12-11
"018072","01",1311596,2013-03-01,2015-04-29
"166624","01",1336249,2006-01-04,2008-02-08
"013506","01",1559644,2012-10-19,2014-10-30
"031519","01",1619887,2014-10-08,2014-10-08
"215422","02W",1578526,2014-01-24,2017-02-15
"102235","01W",887730,2013-03-25,2017-07-05
"123455","01C",1178819,2016-03-24,2016-03-24
"038075","01",1790169,2019-10-11,2023-03-31
"163631","01",857489,2011-06-30,2022-12-30
"035732","01",1784851,2019-10-02,2021-08-13
"036732","01",1814728,2020-07-22,2022-08-15
"036211","02",1738758,2019-10-17,2023-03-22
"039982","03",1851230,2021-10-27,2023-04-14
"019267","01C",1340476,2019-11-07,2023-02-22
"041538","01",1231457,2021-05-07,2023-03-29
"108839","01C",1298093,2004-07-30,2006-10-20
"008594","90",78706,2001-09-21,2006-10-31
"037113","04",1884697,2021-11-05,2022-11-09
"146020","02",1130310,2019-03-28,2022-09-06
"161890","01",1138001,2001-04-16,2004-12-08
"121079","01",356664,2000-06-26,2000-11-13
"162854","01",1302868,2005-08-25,2014-03-07
"009155","01",1312421,2009-08-05,2010-01-22
"009155","01",1312377,2009-08-05,2010-01-22
"009155","01",1309297,2009-08-05,2010-01-22
"009155","01",1312357,2009-08-05,2010-01-22
"009155","01",1309272,2009-08-05,2010-01-22
"009155","01",1312306,2009-08-05,2010-01-22
"009155","01",1312295,2009-08-05,2010-01-22
"113491","09",1067933,1998-08-14,1998-10-15
"141382","01",1551592,2013-08-14,2013-09-03
"141382","01",1329775,2013-08-14,2013-09-03
"141382","01",1329769,2013-08-14,2013-09-03
"141382","01",1551580,2013-08-14,2013-09-03
"141382","01",1551499,2013-08-14,2013-09-03
"141382","01",1551586,2013-08-14,2013-09-03
"141382","01",1266960,2005-06-16,2013-09-03
"141382","01",1142936,2005-06-16,2013-09-03
"141382","01",1142930,2005-06-16,2013-09-03
"141382","01",1142859,2005-06-16,2013-09-03
"141382","01",1551617,2013-08-14,2013-09-03
"141382","01",1551575,2013-08-14,2013-09-03
"141382","01",884831,2005-06-16,2013-09-03
"141382","01",1142968,2005-06-16,2013-09-03
"141382","01",1142852,2013-08-14,2013-09-03
"141382","01",1143169,2005-06-16,2013-09-03
"141382","01",1143255,2005-06-16,2013-09-03
"003278","01",1391317,2007-04-03,2007-05-04
"113140","01",1092066,1999-08-12,1999-11-08
"113140","01",1091734,1999-08-12,1999-11-08
"113140","01",1091733,1999-08-12,1999-11-08
"162720","91",1404365,2007-06-25,2007-07-05
"025146","01",1424148,2008-01-25,2010-02-25
"010877","02",310405,2011-05-03,2011-05-12
"065908","01",1553751,2012-07-12,2012-07-12
"009589","02",1310322,2007-07-25,2013-07-23
"066029","03",1565642,2013-09-10,2014-03-31
"025146","01",1424126,2008-01-25,2010-02-25
"009589","02",1310318,2007-07-25,2013-07-23
"065908","01",1553740,2012-07-12,2012-07-12
"025146","01",1424043,2008-01-25,2010-02-25
"025146","01",1424014,2008-01-25,2010-02-25
"025146","01",1423927,2008-01-25,2010-02-25
"019565","20W",863064,2003-04-23,2022-02-23
"009155","01",1309263,2009-08-05,2010-01-22
"141382","01",1143056,2005-06-16,2013-09-03
"141382","01",1551541,2013-08-14,2013-09-03
"141382","01",1143070,2005-06-16,2013-09-03
"009589","02",1310334,2007-07-25,2013-07-23
"065908","01",1553776,2012-07-12,2012-07-12
"025146","01",1424055,2008-01-25,2010-02-25
"025146","01",1423928,2008-01-25,2010-02-25
"025146","01",1424012,2008-01-25,2010-02-25
"141382","01",1143134,2005-06-16,2013-09-03
"009155","01",1312382,2009-08-05,2010-01-22
"020313","01",1453353,2014-02-12,2014-04-14
"107800","01",1390162,2015-05-06,2015-11-09
"027882","01",884409,1997-03-28,1998-03-30
"164159","01",1209466,2006-01-06,2023-01-05
"030428","04",1690769,2017-03-02,2020-03-05
"001932","90",1303523,2018-02-22,2023-02-09
"037725","01",1818787,2020-11-16,2022-11-14
"036671","01",1637866,2015-03-25,2022-11-21
"037582","01",1822935,2021-01-13,2022-03-31
"027922","90",1647338,2015-07-10,2020-06-02
"037775","01C",1825155,2021-01-08,2023-02-09
"260852","07",1490286,2015-04-29,2020-10-30
"273726","09W",1737706,2018-09-27,2023-02-27
"039503","02",1819994,2021-05-10,2023-03-07
"037288","01",1817640,2021-03-31,2023-03-31
"038272","01",1842386,2021-05-24,2023-03-24
"035593","01",1741257,2018-11-21,2023-02-10
"040850","03",1907223,2022-01-31,2023-04-10
"037811","01",1828182,2020-10-20,2023-02-27
"039205","90",1850767,2021-03-12,2022-11-08
"037912","02",1833213,2021-01-13,2022-11-22
"040738","01",1900402,2021-12-23,2023-04-14
"016431","20C",850918,2003-07-02,2003-07-02
"034615","01",1759008,2019-01-08,2021-03-23
"144852","01",104375,2004-01-20,2006-09-28
"037184","03",1823945,2020-12-07,2021-05-17
"329141","01W",1811115,2020-06-24,2022-10-31
"037461","03",1828957,2021-02-16,2022-02-16
"013510","11",1045609,2023-01-06,2023-01-06
"039816","02",1848756,2021-08-16,2023-04-12
"008785","01",80718,1995-10-30,1999-05-10
"010382","01",1323653,2011-08-01,2011-11-22
"031042","01",943535,1999-07-23,2015-08-17
"010472","01",801904,2010-08-23,2010-11-19
"121817","01",1479428,2009-12-23,2010-01-28
"024317","01",41870,2012-08-22,2012-10-22
"023368","01",1636032,2015-03-16,2015-06-15
"027949","06",899752,2015-08-07,2015-08-07
"023721","01",1639669,2015-04-23,2018-04-09
"021600","04",1611852,2014-07-01,2016-08-15
"018498","01",1603133,2014-03-21,2014-05-16
"028379","01",1677761,2016-07-01,2017-08-11
"107710","05C",1627272,2018-02-20,2022-08-10
"034417","02",1751143,2018-10-26,2020-03-16
"033760","02",1735041,2018-06-29,2019-10-21
"035441","01",1776903,2019-07-19,2020-11-09
"037977","03",1842046,2021-06-10,2022-11-09
"038108","01",1843764,2021-06-01,2022-11-14
"061614","01",721670,1998-06-26,1998-06-26
"024535","01",877929,1996-06-28,1998-11-16
"100287","01W",914179,1999-02-12,1999-02-12
"103551","01W",1046128,1999-06-04,1999-06-04
"278308","01",1872529,2022-08-25,2023-04-25
"116029","01",1581990,2016-08-03,2020-11-02
"038090","01",1837739,2021-03-03,2022-11-21
"025193","01",883368,1996-03-01,2004-09-09
"028913","90",922624,1999-11-18,1999-11-18
"035592","01",1004316,1996-05-13,1996-11-14
"142568","01C",1399250,2007-06-05,2015-05-12
"064048","01",1366913,2006-07-07,2008-03-20
"001086","01",1969,1995-08-21,1997-08-12
"020243","01",701818,2007-03-22,2007-03-22
"032771","04W",923144,1996-05-14,2007-08-08
"007366","01",1042730,1998-03-10,1998-11-06
"012551","01",1287876,2005-07-26,2005-09-26
"165734","01",1358110,2006-04-03,2010-09-10
"164668","01",1061219,2011-01-05,2011-01-05
"010877","01",1517152,2011-05-03,2011-05-12
"164571","01",1277811,2005-12-08,2011-10-07
"017225","04W",1516783,2011-06-24,2011-10-21
"017225","04W",1516796,2011-06-24,2011-10-21
"017225","04W",1518350,2011-06-24,2011-10-21
"017225","04W",1516647,2011-06-24,2011-10-21
"017225","04W",1516745,2011-06-24,2011-10-21
"017225","04W",1516635,2011-06-24,2011-10-21
"017225","04W",1523746,2011-06-24,2011-10-21
"017225","04W",1516685,2011-06-24,2011-10-21
"017225","04W",1516777,2011-06-24,2011-10-21
"025157","02",1592635,2014-02-11,2014-02-11
"107710","01W",1620348,2014-10-08,2014-10-08
"124050","01",1521301,2014-07-30,2014-12-05
"027882","01",1057196,1998-03-30,1999-03-25
"124050","01",1521303,2014-07-30,2015-08-05
"025157","02",1072960,2008-08-13,2014-02-12
"124050","01",1615036,2014-07-30,2015-08-05
"025157","02",1442030,2008-08-13,2014-02-11
"027882","01",1057181,1998-03-30,1999-03-25
"025157","02",1442037,2008-08-13,2014-02-11
"124050","01",1526115,2014-07-30,2015-08-05
"025157","02",1442045,2008-08-13,2014-02-11
"124050","01",1521284,2014-07-30,2014-12-05
"025157","02",1141473,2008-08-13,2014-02-11
"025157","02",1441963,2008-08-13,2014-02-11
"027882","01",1057190,1998-03-30,1999-03-25
"004016","01",1120065,2007-12-21,2008-02-01
"175739","02",1395745,2007-05-08,2007-05-08
"017225","90",1520951,2011-06-24,2011-10-21
"017225","90",1516690,2011-06-24,2011-10-21
"158743","02",1049308,1997-11-07,2002-05-10
"017225","90",1516737,2011-06-24,2011-10-21
"065056","01",1094094,1999-08-31,1999-09-24
"178608","03",1489771,2010-04-26,2010-04-29
"017225","90",1516696,2011-06-24,2011-10-21
"178608","03",1242386,2010-04-26,2010-04-29
"017225","90",1516741,2011-06-24,2011-10-21
"178608","03",1242393,2010-04-26,2010-04-29
"032886","02W",1516659,2011-06-24,2011-10-21
"178608","03",1146018,2010-04-26,2010-04-29
"017225","90",1527718,2011-08-22,2011-10-21
"178608","03",1325423,2010-04-26,2010-04-29
"017225","90",1523649,2011-06-24,2011-10-21
"032886","02W",1516639,2011-06-24,2011-10-21
"178608","03",1489681,2010-04-26,2010-04-29
"032886","02W",1516770,2011-06-24,2011-10-21
"032886","02W",1516638,2011-06-24,2011-10-21
"032886","02W",1520623,2011-06-24,2011-10-21
"017225","90",1516758,2011-06-24,2011-10-21
"178608","03",1489751,2010-04-26,2010-04-29
"032886","02W",1523748,2011-06-24,2011-10-21
"178608","03",1067211,2010-04-26,2010-04-29
"032886","02W",1523754,2011-06-24,2011-10-21
"178608","03",1489693,2010-04-26,2010-04-29
"017225","90",1520622,2011-06-24,2011-10-21
"178608","03",1489688,2010-04-26,2010-04-29
"017225","90",1516756,2011-06-24,2011-10-21
"017225","90",1520493,2011-06-24,2011-10-21
"017225","90",1518530,2011-06-24,2011-10-21
"032886","02W",1516780,2011-06-24,2011-10-21
"032886","02W",1516687,2011-06-24,2011-10-21
"017225","90",1516768,2011-06-24,2011-10-21
"100287","01W",914160,1999-02-12,1999-02-12
"100287","01W",914167,1999-02-12,1999-02-12
"001478","02",78003,2009-03-13,2009-03-13
"012551","01",1287870,2005-07-26,2005-09-26
"012551","01",1287874,2005-07-26,2005-09-26
"012551","01",1287894,2005-07-26,2005-09-26
"012551","01",1287891,2005-07-26,2005-09-26
"017225","01W",1518349,2011-06-24,2011-10-21
"265008","02",1550570,2012-05-24,2012-06-20
"186773","01",1535541,2011-12-15,2011-12-23
"186773","01",1535543,2011-12-15,2011-12-23
"164571","01",1277810,2005-12-08,2011-10-07
"164571","01",1530844,2011-09-27,2011-10-07
"164571","01",1530664,2011-09-27,2011-10-07
"017225","01W",1516659,2011-06-24,2011-10-21
"164571","01",1277805,2005-12-08,2011-10-07
"164571","01",1277802,2005-12-08,2011-10-07
"017225","01W",1516642,2011-06-24,2011-10-21
"164571","01",1277800,2005-12-08,2011-10-07
"017225","01W",1516646,2011-06-24,2011-10-21
"164571","01",1277876,2005-12-08,2011-10-07
"017225","01W",1516639,2011-06-24,2011-10-21
"017225","01W",1516770,2011-06-24,2011-10-21
"017225","01W",1516638,2011-06-24,2011-10-21
"017225","01W",1523748,2011-06-24,2011-10-21
"164571","01",1277858,2005-12-08,2011-10-07
"017225","01W",1523754,2011-06-24,2011-10-21
"017225","01W",1516688,2011-06-24,2011-10-21
"062374","91W",1020885,1996-09-25,1996-09-25
"017225","04W",1520492,2011-06-24,2011-10-21
"124050","01",1614633,2014-07-30,2015-08-05
"024317","01",1553200,2012-08-22,2012-10-22
"178608","03",1489756,2010-04-26,2010-04-29
"032886","02W",1516642,2011-06-24,2011-10-21
"032886","02W",1516646,2011-06-24,2011-10-21
"017225","90",1516763,2011-06-24,2011-10-21
"017225","90",1516790,2011-06-24,2011-10-21
"178608","03",1242418,2010-04-26,2010-04-29
"017225","90",1516788,2011-06-24,2011-10-21
"027882","01",1011503,1997-03-28,1998-03-30
"028320","02",1498603,2010-09-07,2014-08-04
"032886","02W",1518349,2011-06-24,2011-10-21
"065056","01",1094090,1999-08-31,1999-09-24
"032886","02W",1516688,2011-06-24,2011-10-21
"017225","90",1516779,2011-06-24,2011-10-21
"010877","01",1517368,2011-05-03,2011-05-12
"017225","01W",1520623,2011-06-24,2011-10-21
"027882","01",1058078,1998-03-30,1999-03-25
"178608","03",1489770,2010-04-26,2010-04-29
"178608","03",1267796,2010-04-26,2010-04-29
"100287","01W",914175,1999-02-12,1999-02-12
"022135","01",1613723,2014-07-25,2014-11-26
"017446","01",1557798,2012-09-24,2015-11-13
"287218","01W",1617582,2017-10-02,2018-03-26
"036309","01",1795250,2019-12-03,2023-02-09
"285174","90",1550935,2013-02-22,2019-11-14
"160623","01",1823635,2020-09-14,2022-04-13
"037633","02",1731176,2020-09-10,2020-11-18
"010671","16C",99070,2002-05-07,2022-07-28
"037952","02",1841004,2021-06-01,2023-03-30
"029845","01",930159,1996-05-15,1997-11-14
"040302","01",1856242,2021-06-28,2023-03-31
"032998","01",1532595,2017-09-25,2022-08-15
"037664","02",1830033,2020-11-20,2023-03-16
"013927","01",807396,1995-03-31,1997-03-26
"065894","01",1044993,1998-03-26,1999-11-15
"184271","01",1191354,2010-05-25,2014-04-04
"010663","01",1513519,2011-03-01,2013-11-14
"109178","01",1518510,2011-04-21,2011-11-22
"185344","01",1575096,2013-06-10,2013-09-09
"026488","01",1651530,2015-09-15,2015-11-18
"284929","01C",1434614,2017-09-21,2017-09-21
"174148","01",1500213,2013-04-19,2013-05-24
"035854","01",1788028,2019-10-25,2021-08-16
"037592","02",1796129,2020-10-08,2023-03-28
"040328","01",1876714,2021-11-24,2023-03-20
"039301","01",1691936,2021-03-31,2023-04-17
"039544","01",1868726,2021-06-28,2023-02-28
"037820","02",1861974,2022-10-11,2023-04-24
"041270","02",1468492,2022-04-20,2023-03-16
"037937","02",1828536,2021-03-26,2023-04-13
"037866","02",1864531,2021-06-22,2023-04-12
"036659","01C",1846084,2022-03-31,2023-03-10
"040040","02",1862327,2021-11-03,2023-03-22
"150246","01",1164538,2002-02-25,2006-02-14
"178833","01",1205653,2007-05-04,2007-11-02
"016431","18",850918,2003-07-02,2003-07-02
"241637","02W",1477826,2009-12-03,2010-01-06
"156513","01",1137393,2010-12-28,2010-12-28
"021004","01",1500156,2010-10-06,2011-04-08
"241637","02W",1477825,2009-12-03,2010-01-06
"002193","01",812305,1994-03-18,1997-09-08
"191055","01",771950,2011-09-22,2013-04-01
"023630","01",1615153,2014-12-05,2017-10-31
"023936","02",1625042,2014-11-17,2016-11-14
"036951","02",1816261,2020-11-16,2022-10-24
"036557","01",1805833,2020-06-11,2021-11-16
"036274","01",1799611,2020-03-02,2021-04-02
"039160","01",1716947,2021-03-15,2023-03-30
"039513","01",1865468,2021-08-24,2023-02-17
"037025","01",1822312,2021-01-14,2022-11-04
"036965","01",1823340,2020-11-16,2021-11-10
"039915","02",1863719,2021-10-19,2023-03-30
"038043","03",1841734,2021-06-11,2022-10-28
"038193","02",1847416,2021-06-28,2023-03-29
"037911","02",1825962,2021-02-08,2023-04-18
"040120","02",1856774,2021-05-17,2023-03-31
"037257","03",1824846,2020-10-08,2022-11-10
"038198","90W",1777393,2020-10-19,2023-04-03
"038276","03",1929589,2022-12-22,2023-02-13
"039454","03",1871638,2021-08-19,2023-04-21
"001361","01",4325,1995-06-14,1995-09-15
"015498","90",1089113,2006-07-31,2012-02-27
"022358","01C",1610820,2019-10-22,2022-12-14
"040253","03",1856653,2021-06-22,2023-03-31
"018757","01",745276,1994-05-17,1998-05-15
"125714","01",1377366,2007-02-09,2007-05-18
"189861","01",1315718,2011-10-04,2014-04-14
"018465","01",1411412,2010-02-12,2012-04-30
"203646","01W",719245,2015-11-10,2015-11-10
"027786","90W",878482,2000-10-26,2000-10-26
"184006","02",1404973,2007-09-10,2018-08-09
"176659","01",1389170,2015-11-03,2016-02-25
"035834","02",1784535,2019-11-04,2020-11-04
"037253","03",1825024,2020-12-04,2021-08-16
"024083","01",1806837,2020-07-02,2023-03-10
"150738","01",1102297,2000-01-11,2000-07-10
"035065","02",1722482,2019-02-08,2023-04-28
"017225","01W",1516687,2011-06-24,2011-10-21
"164571","01",1277837,2005-12-08,2011-10-07
"005568","04",1599727,2014-03-10,2014-03-10
"026905","01",1285948,2007-07-06,2007-08-29
"026905","01",858994,2007-07-06,2007-08-29
"029942","01",1480595,2010-02-05,2010-04-09
"185344","01",928950,2013-06-10,2013-09-09
"008357","03",1061517,2014-01-23,2014-07-24
"008357","03",1176495,2014-01-23,2014-07-24
"030495","05",1394213,2009-12-03,2010-01-28
"004016","90W",1420143,2007-12-21,2008-02-01
"260774","01",1266036,2003-10-20,2003-12-05
"111489","01",1066936,1998-09-16,1999-02-11
"004016","90W",1420144,2007-12-21,2008-02-01
"260774","01",1266027,2003-10-20,2003-12-05
"260774","01",1159309,2003-10-20,2003-12-05
"260774","01",1159307,2003-10-20,2003-12-05
"260774","01",1266024,2003-10-20,2003-12-05
"260774","01",724917,2003-10-20,2003-12-05
"142459","01",1164594,2007-07-24,2012-09-05
"026004","01",1163122,2011-04-15,2011-04-29
"026004","01",1163119,2011-04-15,2011-04-29
"142459","01",1405264,2007-07-24,2012-09-05
"142459","01",1405256,2007-07-24,2012-09-05
"026004","01",1163084,2011-04-15,2011-04-29
"142459","01",1164582,2007-07-24,2012-09-05
"026004","01",1163078,2011-04-15,2011-04-29
"026004","01",1163072,2011-04-15,2011-04-29
"142459","01",1164574,2007-07-24,2012-09-05
"026004","01",1163064,2011-04-15,2011-04-29
"142459","01",1405151,2007-07-24,2012-09-05
"142459","01",1405163,2007-07-24,2012-09-05
"026004","01",1163042,2011-04-15,2011-04-29
"026004","01",1163041,2011-04-15,2011-04-29
"026004","01",1163038,2011-04-15,2011-04-29
"026004","01",1163117,2011-04-15,2011-04-29
"026004","01",1163037,2011-04-15,2011-04-29
"142459","01",1362967,2007-07-24,2007-07-25
"142459","01",1164518,2007-07-24,2012-09-05
"165702","02",1375444,2006-09-18,2006-09-18
"125714","01",1377361,2007-02-09,2007-05-18
"125714","01",1377358,2007-02-09,2007-05-18
"125714","01",1377407,2007-02-09,2007-05-18
"125714","01",1377413,2007-02-09,2007-05-18
"125714","01",1377344,2007-02-09,2007-05-18
"125714","01",1377340,2007-02-09,2007-05-18
"125714","01",1377362,2007-02-09,2007-05-18
"125714","01",1377437,2007-02-09,2007-05-18
"017225","01W",1516780,2011-06-24,2011-10-21
"026905","01",1286040,2007-07-06,2007-08-29
"026905","01",317030,2007-07-06,2007-08-29
"029942","01",1480448,2010-02-05,2010-04-09
"102983","90W",1387046,2009-11-23,2014-09-03
"008357","03",1176498,2014-01-23,2014-07-24
"260774","01",852203,2003-10-20,2003-12-05
"026004","01",1163125,2011-04-15,2011-04-29
"142459","01",1405165,2007-07-24,2012-09-05
"026004","01",1351364,2011-04-15,2011-04-29
"125714","01",1377412,2007-02-09,2007-05-18
"125714","01",1377334,2007-02-09,2007-05-18
"102983","90W",1387047,2009-11-23,2014-09-03
"260774","01",1266043,2003-10-20,2003-12-05
"142459","01",1405155,2007-07-24,2007-07-25
"125714","01",1377381,2007-02-09,2007-05-18
"125714","01",1377345,2007-02-09,2007-05-18
"125714","01",1377338,2007-02-09,2007-05-18
"026004","01",1515044,2011-04-15,2011-04-29
"125714","01",1377390,2007-02-09,2007-05-18
"147202","90",1166718,2002-12-09,2010-04-23
"181268","01",1427645,2011-05-16,2011-12-09
"039078","02",1803901,2021-02-02,2023-03-10
"009589","02",801011,2007-07-25,2013-07-23
"003278","01",1391315,2007-04-03,2007-05-04
"025146","01",1424147,2008-01-25,2010-02-25
"141382","01",1551543,2013-08-14,2013-09-03
"031159","01",1023844,2014-01-31,2014-01-31
"041313","01",1894210,2021-11-22,2023-04-07
"010877","01",1517172,2011-05-03,2011-05-12
"017225","04W",1516697,2011-06-24,2011-10-21
"186773","01",1535548,2011-12-15,2011-12-23
"164571","01",1277792,2005-12-08,2011-10-07
"004016","90W",1120052,2007-12-21,2008-02-01
"012426","01",1552899,2012-07-06,2012-11-15
"062374","91W",1020882,1996-09-25,1996-09-25
"063673","01",1043572,2003-05-27,2012-05-11
"027142","01W",1660078,2015-12-22,2016-04-29
"066029","06",1600470,2018-10-12,2018-11-19
"293425","03W",1755281,2018-12-21,2023-03-30
"034183","01",1701036,2018-09-19,2019-07-01
"037239","02",1821788,2020-12-03,2023-04-14
"029836","01",1884164,2021-09-30,2023-04-17
"039028","03",1855644,2021-08-27,2023-04-06
"038875","02",1853774,2021-05-24,2023-04-03
"036979","01",1820191,2020-11-13,2022-08-09
"039354","01",1856028,2021-05-10,2023-04-03
"037920","02",1841585,2021-06-14,2022-11-09
"036327","01",1798562,2020-06-17,2021-08-16
"041050","01",1872789,2021-07-15,2023-02-14
"039738","01",1826681,2021-05-14,2023-03-16
"039954","02",1820201,2021-07-08,2022-08-12
"006041","01",319250,1997-08-14,1998-11-16
"179357","01",1477961,2010-11-12,2012-11-08
"148871","01",1112996,2010-11-08,2022-11-04
